Date,Category,Type,Amount
2024-01-09,Utilities,Expense,7249.18
2023-07-23,Service Fees,Expense,3969.48
2024-11-26,Salaries,Revenue,7747.49
2024-04-23,Service Fees,Revenue,5139.57
2023-08-22,Service Fees,Revenue,2256.18
2024-07-03,Salaries,Expense,6522.15
2024-04-05,Utilities,Expense,9711.13
2023-03-20,Office Rent,Expense,7272.11
2023-08-14,Salaries,Expense,1682.96
2023-11-30,Software Licenses,Expense,6769.02
2024-10-20,Service Fees,Expense,3012.79
2024-08-25,Product Sales,Revenue,6065.01
2023-02-18,Product Sales,Revenue,8573.37
2023-07-09,Software Licenses,Expense,6687.57
2024-02-14,Service Fees,Expense,7344.91
2023-05-07,Salaries,Revenue,7184.87
2024-04-02,Product Sales,Revenue,4760.11
2024-12-09,Utilities,Expense,1072.86
2024-01-14,Product Sales,Revenue,1106.04
2023-11-29,Salaries,Expense,8870.15
2024-08-29,Office Rent,Revenue,3281.71
2023-02-12,Service Fees,Expense,4884.59
2024-08-12,Office Rent,Revenue,5006.14
2023-02-08,Marketing,Revenue,9637.48
2024-04-13,Service Fees,Revenue,6701.7
2023-12-29,Marketing,Expense,4535.95
2023-01-04,Salaries,Expense,5123.5
2023-07-10,Product Sales,Revenue,6798.03
2024-09-04,Software Licenses,Revenue,6495.43
2024-01-20,Salaries,Revenue,9090.7
2023-10-17,Product Sales,Revenue,3430.35
2024-03-08,Office Rent,Expense,2409.86
2023-06-30,Office Rent,Expense,3227.72
2023-09-24,Product Sales,Revenue,1052.93
2023-10-09,Utilities,Expense,1674.88
2024-09-19,Software Licenses,Expense,5519.46
2023-04-25,Product Sales,Revenue,3592.83
2024-11-10,Salaries,Revenue,3866.37
2023-09-21,Software Licenses,Expense,3717.92
2024-12-01,Utilities,Revenue,4553.51
2023-10-28,Software Licenses,Expense,5139.72
2023-07-25,Utilities,Revenue,4190.95
2024-11-19,Office Rent,Expense,7697.5
2023-06-25,Service Fees,Expense,2843.25
2023-07-11,Software Licenses,Expense,6663.0
2023-10-05,Office Rent,Revenue,6249.87
2023-04-29,Product Sales,Expense,1606.49
2024-08-27,Service Fees,Revenue,8540.86
2024-07-09,Product Sales,Revenue,7100.51
2023-12-09,Software Licenses,Expense,7127.81
2023-03-11,Product Sales,Expense,8410.43
2023-08-15,Marketing,Revenue,1282.89
2024-06-11,Office Rent,Expense,3423.33
2023-02-13,Marketing,Expense,8650.27
2024-01-20,Utilities,Revenue,8978.11
2024-11-11,Product Sales,Revenue,1093.36
2023-06-18,Marketing,Revenue,1321.31
2023-06-27,Utilities,Expense,1077.01
2024-07-07,Service Fees,Expense,1214.45
2023-12-10,Office Rent,Expense,4490.67
2023-10-23,Software Licenses,Expense,2264.72
2024-11-10,Utilities,Expense,1699.3
2024-01-26,Office Rent,Revenue,8220.11
2023-04-26,Marketing,Revenue,6791.04
2024-09-27,Salaries,Revenue,1619.23
2024-02-13,Office Rent,Expense,9180.13
2024-03-17,Service Fees,Revenue,4614.09
2024-08-12,Salaries,Expense,949.88
2023-06-26,Product Sales,Expense,4961.66
2024-04-28,Product Sales,Revenue,10003.76
2023-11-15,Marketing,Revenue,8223.9
2024-09-01,Marketing,Revenue,3986.67
2024-06-28,Service Fees,Revenue,7551.54
2024-03-03,Service Fees,Expense,9715.92
2023-05-20,Product Sales,Expense,9996.57
2023-06-16,Salaries,Revenue,4836.19
2024-05-05,Utilities,Revenue,5620.35
2024-11-25,Office Rent,Revenue,2144.92
2023-07-05,Office Rent,Expense,8681.58
2023-10-29,Software Licenses,Expense,6881.61
2023-02-03,Product Sales,Expense,4774.24
2023-04-14,Office Rent,Revenue,8950.61
2023-01-18,Software Licenses,Expense,4293.67
2024-07-20,Salaries,Expense,1431.9
2024-04-27,Salaries,Expense,1984.53
2024-03-28,Office Rent,Revenue,941.07
2023-08-28,Product Sales,Expense,9554.81
2024-01-12,Software Licenses,Revenue,4000.21
2023-06-28,Marketing,Expense,2985.72
2024-04-04,Software Licenses,Expense,2586.55
2023-06-24,Marketing,Expense,8196.17
2023-05-16,Office Rent,Revenue,1023.58
2024-08-02,Product Sales,Expense,3024.95
2023-05-27,Service Fees,Revenue,5447.34
2024-08-23,Product Sales,Expense,6632.06
2023-12-22,Salaries,Revenue,8162.1
2024-03-26,Software Licenses,Expense,2388.82
2023-05-26,Service Fees,Revenue,3215.84
2023-10-30,Marketing,Expense,9155.85
2024-10-29,Product Sales,Revenue,9413.92
2023-07-24,Marketing,Revenue,4743.24
2024-10-20,Utilities,Revenue,8654.85
2023-10-23,Marketing,Revenue,7186.93
2024-09-23,Product Sales,Expense,10098.64
2023-03-19,Service Fees,Expense,6385.63
2023-07-01,Utilities,Expense,5980.0
2024-07-16,Service Fees,Revenue,4852.21
2024-11-17,Product Sales,Revenue,4315.85
2024-08-14,Utilities,Expense,7980.97
2024-09-04,Software Licenses,Revenue,6521.99
2023-05-13,Software Licenses,Expense,4112.61
2023-10-03,Service Fees,Expense,4576.46
2023-11-08,Service Fees,Revenue,3173.3
2023-01-31,Product Sales,Revenue,1959.36
2023-12-28,Marketing,Revenue,8882.49
2024-09-19,Utilities,Expense,4621.27
2024-05-13,Utilities,Revenue,603.96
2023-11-08,Product Sales,Expense,4488.38
2023-01-31,Salaries,Expense,2081.82
2023-02-06,Service Fees,Revenue,6078.16
2024-11-17,Service Fees,Expense,7614.75
2024-02-13,Office Rent,Expense,9515.22
2023-06-01,Product Sales,Revenue,9709.69
2023-07-27,Marketing,Revenue,2401.2
2023-11-05,Software Licenses,Revenue,7879.38
2024-05-01,Software Licenses,Expense,6165.58
2023-12-20,Marketing,Expense,1277.37
2023-09-27,Utilities,Revenue,10307.12
2023-11-02,Software Licenses,Expense,8625.0
2024-12-11,Software Licenses,Revenue,1112.15
2023-03-17,Salaries,Revenue,3901.73
2023-10-07,Software Licenses,Expense,9589.61
2024-06-23,Utilities,Expense,7350.71
2023-10-20,Office Rent,Expense,7214.6
2024-05-17,Product Sales,Expense,5736.68
2023-05-21,Service Fees,Revenue,4691.04
2023-11-16,Marketing,Expense,2700.52
2024-04-17,Utilities,Revenue,5025.82
2023-03-12,Office Rent,Expense,3160.29
2023-10-21,Utilities,Revenue,3113.88
2023-12-27,Service Fees,Expense,7779.71
2024-04-02,Service Fees,Expense,8448.15
2023-09-23,Utilities,Revenue,8249.74
2023-06-04,Software Licenses,Revenue,3063.36
2023-08-24,Software Licenses,Expense,3607.64
2023-01-01,Marketing,Revenue,3801.04
2023-11-15,Utilities,Expense,492.65
2023-01-12,Office Rent,Revenue,2610.13
2023-01-09,Office Rent,Revenue,3212.46
2023-09-07,Utilities,Expense,4089.61
2023-04-11,Software Licenses,Revenue,6893.68
2023-08-24,Service Fees,Revenue,5056.17
2024-09-22,Marketing,Expense,3322.95
2023-01-22,Office Rent,Expense,8660.78
2024-05-21,Service Fees,Expense,1127.34
2024-03-09,Salaries,Revenue,9616.01
2024-10-10,Product Sales,Expense,4682.35
2023-12-07,Software Licenses,Revenue,1763.59
2024-08-24,Office Rent,Revenue,5888.86
2024-02-16,Office Rent,Revenue,8440.86
2024-09-27,Product Sales,Revenue,9427.09
2024-06-26,Marketing,Expense,3435.11
2024-10-30,Marketing,Revenue,8584.7
2023-12-25,Service Fees,Expense,1936.02
2024-02-05,Salaries,Revenue,7250.34
2024-12-12,Salaries,Expense,3655.49
2022-12-29,Software Licenses,Revenue,9866.31
2024-08-29,Software Licenses,Expense,8751.92
2024-12-14,Office Rent,Expense,360.09
2023-04-26,Product Sales,Expense,6617.12
2023-08-28,Software Licenses,Revenue,3658.93
2023-05-24,Utilities,Revenue,8672.38
2023-05-04,Product Sales,Revenue,9140.19
2024-07-11,Office Rent,Revenue,6641.81
2024-05-07,Office Rent,Revenue,1865.55
2024-11-22,Marketing,Revenue,7649.02
2023-02-11,Service Fees,Expense,2934.33
2024-05-23,Utilities,Expense,10043.8
2023-10-28,Office Rent,Revenue,2084.58
2023-04-13,Marketing,Expense,3608.81
2023-09-08,Marketing,Expense,9257.94
2024-09-25,Marketing,Expense,9893.31
2024-06-19,Office Rent,Expense,5116.78
2024-02-13,Service Fees,Expense,4716.82
2024-03-07,Office Rent,Expense,3017.74
2023-06-26,Utilities,Expense,2405.04
2023-07-28,Product Sales,Expense,10560.06
2024-05-09,Office Rent,Revenue,645.02
2024-09-12,Service Fees,Expense,2465.43
2023-12-07,Software Licenses,Revenue,4866.49
2024-12-06,Software Licenses,Revenue,1959.91
2024-03-07,Office Rent,Revenue,4682.03
2023-08-23,Service Fees,Revenue,2154.64
2024-08-27,Utilities,Expense,5917.03
2023-12-12,Utilities,Revenue,105.21
2023-02-02,Product Sales,Expense,2416.29
2023-03-11,Salaries,Expense,1316.17
2023-06-27,Office Rent,Expense,7030.34
2024-07-20,Office Rent,Expense,3310.63
2024-01-12,Office Rent,Revenue,10599.3
2023-02-21,Marketing,Revenue,6668.6
2024-08-26,Salaries,Expense,3616.3
2023-03-18,Office Rent,Revenue,5977.3
2023-09-05,Software Licenses,Revenue,7337.23
2024-10-05,Software Licenses,Expense,8598.91
2024-07-08,Salaries,Revenue,2583.87
2024-06-27,Marketing,Revenue,9513.59
2024-07-13,Office Rent,Expense,7662.94
2023-06-17,Utilities,Revenue,10804.2
2024-05-19,Utilities,Revenue,10109.79
2023-08-26,Utilities,Expense,5865.95
2024-07-02,Product Sales,Expense,4180.01
2023-02-26,Marketing,Expense,3804.09
2024-07-29,Marketing,Expense,889.1
2023-03-10,Service Fees,Expense,4072.81
2023-09-09,Office Rent,Revenue,588.83
2023-08-27,Office Rent,Expense,3662.81
2023-09-20,Utilities,Revenue,5746.06
2024-09-19,Utilities,Revenue,2384.1
2024-09-05,Software Licenses,Expense,8859.73
2023-09-12,Utilities,Expense,1416.9
2024-09-22,Utilities,Expense,8291.91
2024-05-30,Utilities,Revenue,2587.89
2023-10-15,Software Licenses,Expense,6279.81
2023-11-21,Utilities,Revenue,3981.82
2024-03-30,Salaries,Expense,9147.09
2023-06-20,Service Fees,Expense,4083.65
2023-05-19,Service Fees,Revenue,3937.33
2024-11-11,Service Fees,Expense,3072.11
2023-01-21,Product Sales,Expense,5417.33
2023-11-18,Product Sales,Revenue,7992.61
2024-04-26,Office Rent,Expense,8653.25
2024-01-04,Office Rent,Revenue,10719.39
2023-08-18,Marketing,Expense,3422.28
2024-02-09,Service Fees,Revenue,4983.93
2024-03-21,Utilities,Expense,715.2
2024-01-19,Salaries,Expense,5671.18
2023-10-18,Office Rent,Expense,7010.29
2024-02-15,Marketing,Expense,6697.94
2024-01-24,Utilities,Expense,3050.14
2024-11-30,Product Sales,Revenue,5929.36
2024-06-29,Utilities,Revenue,9291.93
2023-01-14,Office Rent,Revenue,10006.8
2024-05-19,Office Rent,Expense,2401.21
2023-03-20,Office Rent,Revenue,8254.15
2023-07-15,Utilities,Expense,6587.15
2023-03-06,Software Licenses,Expense,2448.03
2023-03-26,Office Rent,Revenue,3732.1
2024-09-23,Product Sales,Revenue,6428.13
2023-08-06,Product Sales,Expense,8588.84
2024-04-21,Service Fees,Expense,8402.06
2023-05-06,Salaries,Expense,4836.51
2023-08-10,Salaries,Revenue,5989.85
2023-08-28,Marketing,Expense,3980.18
2024-04-29,Marketing,Expense,7755.65
2023-11-22,Service Fees,Expense,3208.54
2023-04-08,Product Sales,Expense,9400.74
2024-12-10,Salaries,Revenue,7179.23
2024-04-15,Product Sales,Expense,6061.46
2024-07-09,Product Sales,Revenue,8040.8
2024-10-23,Software Licenses,Expense,2595.64
2023-09-12,Office Rent,Revenue,4870.31
2024-09-04,Salaries,Revenue,5156.27
2023-10-25,Software Licenses,Expense,10211.5
2023-09-03,Utilities,Expense,3625.08
2024-08-10,Marketing,Revenue,1984.55
2023-08-17,Utilities,Expense,9812.82
2023-04-14,Utilities,Expense,3200.76
2023-04-10,Product Sales,Expense,1841.82
2024-02-22,Product Sales,Expense,1841.01
2023-01-07,Marketing,Expense,10118.2
2023-01-27,Service Fees,Expense,6130.97
2024-09-02,Utilities,Revenue,2192.18
2024-07-02,Office Rent,Expense,2652.11
2024-07-07,Marketing,Expense,8303.65
2024-08-04,Service Fees,Revenue,1903.68
2024-10-21,Salaries,Expense,7451.69
2023-03-14,Office Rent,Revenue,1292.1
2024-05-15,Office Rent,Revenue,10465.82
2024-04-02,Service Fees,Revenue,5356.74
2024-08-06,Salaries,Expense,5905.99
2023-08-07,Product Sales,Revenue,3647.04
2024-10-19,Product Sales,Revenue,3416.58
2024-02-06,Salaries,Expense,7902.66
2023-12-20,Salaries,Expense,218.05
2023-01-06,Product Sales,Expense,4148.28
2024-11-07,Marketing,Revenue,10687.49
2024-02-02,Salaries,Revenue,10635.28
2023-03-10,Service Fees,Revenue,2204.75
2023-05-08,Office Rent,Expense,3571.91
2024-11-23,Utilities,Revenue,3485.88
2024-02-25,Product Sales,Revenue,5488.64
2023-01-14,Office Rent,Expense,4408.18
2024-05-16,Utilities,Expense,4657.72
2024-08-09,Marketing,Revenue,9716.01
2023-09-20,Utilities,Expense,2159.77
2024-06-15,Service Fees,Expense,9741.58
2023-02-10,Marketing,Expense,8579.92
2023-10-17,Software Licenses,Revenue,1503.53
2024-11-17,Marketing,Revenue,7990.02
2023-04-27,Service Fees,Revenue,7715.53
2024-09-29,Office Rent,Revenue,6978.9
2024-12-12,Service Fees,Expense,1619.45
2024-11-11,Marketing,Expense,7887.26
2024-03-14,Office Rent,Revenue,8115.77
2023-11-02,Product Sales,Revenue,4882.07
2024-01-09,Marketing,Revenue,553.05
2023-09-14,Marketing,Expense,301.62
2023-08-03,Software Licenses,Expense,6127.13
2024-04-24,Product Sales,Revenue,9479.52
2024-07-19,Office Rent,Revenue,6348.67
2024-05-01,Utilities,Revenue,9734.72
2023-10-15,Service Fees,Expense,4345.49
2023-12-01,Product Sales,Expense,2772.66
2023-01-26,Salaries,Revenue,10854.91
2023-09-18,Product Sales,Expense,5784.71
2024-03-17,Marketing,Expense,7726.86
2024-11-11,Marketing,Revenue,6889.09
2023-06-22,Salaries,Revenue,1795.6
2024-10-05,Service Fees,Expense,4663.46
2024-04-29,Product Sales,Expense,2898.59
2023-03-08,Software Licenses,Expense,1937.23
2024-11-29,Utilities,Revenue,4058.22
2023-01-21,Service Fees,Expense,8983.65
2024-07-26,Utilities,Expense,3448.3
2023-12-05,Software Licenses,Revenue,1863.11
2024-10-22,Utilities,Revenue,6358.12
2023-10-22,Service Fees,Expense,9024.58
2024-04-09,Service Fees,Revenue,6312.84
2023-05-28,Marketing,Revenue,9182.74
2023-05-09,Marketing,Revenue,6786.02
2023-03-08,Marketing,Revenue,323.55
2023-04-05,Software Licenses,Expense,6036.25
2023-08-29,Office Rent,Revenue,6825.16
2023-11-03,Service Fees,Expense,10319.74
2023-07-14,Marketing,Expense,10017.08
2023-06-20,Service Fees,Revenue,3903.16
2023-02-15,Product Sales,Expense,6062.11
2023-10-27,Utilities,Expense,1183.34
2024-01-16,Office Rent,Revenue,3265.52
2024-08-28,Product Sales,Revenue,7121.1
2023-01-01,Service Fees,Revenue,6536.71
2024-02-16,Salaries,Expense,6811.84
2023-12-16,Software Licenses,Expense,1452.33
2024-09-02,Marketing,Revenue,2414.07
2024-06-19,Software Licenses,Revenue,8338.93
2024-02-13,Office Rent,Revenue,7009.87
2023-11-07,Service Fees,Expense,9252.6
2024-09-13,Product Sales,Revenue,3762.88
2023-01-19,Software Licenses,Expense,9749.63
2024-10-10,Salaries,Expense,8790.61
2023-07-29,Software Licenses,Revenue,5373.92
2024-11-13,Office Rent,Revenue,2206.05
2023-08-15,Service Fees,Revenue,10043.96
2024-02-05,Product Sales,Expense,2328.32
2023-12-05,Marketing,Expense,6357.98
2024-12-12,Software Licenses,Expense,2342.36
2023-03-15,Software Licenses,Expense,923.37
2024-03-03,Product Sales,Expense,9634.92
2023-08-29,Marketing,Revenue,5360.39
2024-03-24,Software Licenses,Revenue,9248.42
2023-07-02,Office Rent,Expense,5932.66
2023-01-14,Salaries,Expense,3274.52
2023-06-22,Software Licenses,Expense,1440.72
2023-03-07,Software Licenses,Expense,3424.73
2024-09-11,Utilities,Revenue,1586.08
2023-02-07,Software Licenses,Expense,9008.15
2024-01-26,Software Licenses,Expense,8000.32
2023-11-25,Office Rent,Expense,7738.3
2024-01-26,Salaries,Revenue,5206.4
2023-12-29,Service Fees,Revenue,9601.44
2023-01-08,Office Rent,Revenue,1736.08
2023-10-31,Office Rent,Expense,252.39
2023-12-05,Software Licenses,Revenue,10578.79
2024-05-05,Utilities,Expense,2701.74
2024-05-02,Service Fees,Expense,4084.18
2024-03-31,Salaries,Expense,4311.9
2024-02-01,Salaries,Expense,2541.43
2023-07-21,Marketing,Revenue,3476.66
2024-11-02,Service Fees,Revenue,5743.38
2024-11-25,Marketing,Expense,4734.05
2024-12-12,Service Fees,Expense,5023.86
2024-03-14,Utilities,Expense,3392.48
2024-03-15,Marketing,Expense,10377.63
2023-03-30,Service Fees,Revenue,5254.29
2024-10-14,Software Licenses,Expense,9125.72
2023-01-11,Product Sales,Expense,10478.3
2023-05-19,Marketing,Expense,5898.6
2023-10-14,Marketing,Expense,8432.89
2024-06-27,Product Sales,Expense,6985.83
2023-11-27,Marketing,Expense,2100.08
2023-03-13,Service Fees,Expense,9284.68
2024-06-02,Salaries,Revenue,2009.97
2024-03-13,Utilities,Expense,8840.4
2024-09-20,Software Licenses,Revenue,1014.68
2023-02-11,Software Licenses,Expense,3083.23
2023-04-11,Software Licenses,Expense,9600.78
2024-03-07,Service Fees,Revenue,1122.06
2024-09-10,Product Sales,Revenue,1558.74
2023-01-26,Software Licenses,Expense,1541.5
2023-01-27,Product Sales,Revenue,3945.68
2023-05-11,Salaries,Revenue,2783.05
2023-03-25,Product Sales,Revenue,5744.04
2024-11-10,Software Licenses,Expense,6138.74
2024-02-04,Office Rent,Revenue,807.24
2023-03-12,Product Sales,Expense,9586.72
2024-05-17,Software Licenses,Expense,3301.51
2024-08-04,Utilities,Expense,3949.83
2024-12-23,Software Licenses,Expense,4399.89
2024-09-13,Marketing,Expense,5645.3
2023-01-10,Service Fees,Expense,4260.32
2023-01-05,Service Fees,Revenue,1807.97
2024-07-07,Product Sales,Expense,7952.31
2024-07-31,Service Fees,Expense,4165.93
2024-11-02,Product Sales,Revenue,7153.32
2024-04-16,Utilities,Expense,7451.0
2024-09-20,Office Rent,Revenue,5804.61
2024-04-01,Salaries,Expense,1115.15
2024-09-24,Service Fees,Expense,7714.83
2023-05-20,Product Sales,Expense,9319.89
2023-04-15,Product Sales,Revenue,3991.81
2024-05-25,Product Sales,Revenue,4643.63
2023-08-17,Utilities,Expense,2050.13
2024-04-02,Marketing,Expense,5797.92
2023-05-18,Utilities,Revenue,5240.77
2024-03-09,Utilities,Revenue,1077.83
2023-02-18,Marketing,Expense,7548.57
2023-07-15,Marketing,Revenue,8670.65
2024-04-16,Office Rent,Expense,9657.99
2023-10-29,Marketing,Revenue,1893.75
2023-02-20,Software Licenses,Revenue,7479.44
2024-05-12,Utilities,Expense,952.03
2024-12-03,Service Fees,Expense,7350.38
2024-04-19,Office Rent,Revenue,1919.75
2023-05-08,Product Sales,Revenue,8389.94
2023-06-13,Utilities,Expense,3206.99
2023-10-29,Utilities,Expense,4442.87
2023-08-15,Salaries,Expense,8174.47
2023-12-03,Software Licenses,Revenue,7889.68
2023-05-18,Service Fees,Expense,10305.57
2024-02-01,Software Licenses,Revenue,5435.32
2023-03-26,Office Rent,Revenue,9408.96
2023-05-24,Office Rent,Expense,6692.44
2023-02-15,Salaries,Expense,1439.7
2024-04-11,Office Rent,Expense,1898.1
2023-10-29,Marketing,Revenue,8274.84
2024-08-29,Product Sales,Expense,9477.54
2023-03-13,Utilities,Expense,1733.94
2023-05-07,Software Licenses,Expense,10787.25
2023-01-20,Product Sales,Expense,3965.77
2023-03-14,Office Rent,Expense,10792.09
2024-04-17,Product Sales,Revenue,9155.02
2024-09-06,Service Fees,Revenue,3104.35
2023-10-29,Office Rent,Expense,9199.36
2022-12-27,Office Rent,Expense,10202.07
2024-10-09,Office Rent,Expense,7381.06
2023-01-07,Software Licenses,Revenue,8742.57
2023-02-06,Product Sales,Revenue,7237.26
2024-06-10,Marketing,Expense,8142.57
2024-05-28,Service Fees,Expense,9799.56
2024-05-02,Salaries,Revenue,3850.11
2023-06-12,Service Fees,Expense,2668.96
2023-04-26,Utilities,Revenue,4096.77
2024-11-17,Product Sales,Expense,6224.71
2023-04-13,Utilities,Revenue,6405.63
2024-03-03,Product Sales,Revenue,9125.25
2023-01-30,Product Sales,Revenue,2701.1
2024-11-24,Product Sales,Revenue,9834.56
2024-07-11,Office Rent,Expense,8936.59
2023-08-25,Software Licenses,Expense,7301.4
2024-10-19,Marketing,Revenue,2893.25
2024-08-15,Service Fees,Revenue,6305.97
2024-02-03,Utilities,Expense,6314.5
2023-08-14,Software Licenses,Expense,7070.32
2024-09-16,Utilities,Expense,1119.91
2024-12-17,Office Rent,Revenue,4291.59
2023-10-03,Marketing,Revenue,1607.35
2023-07-20,Software Licenses,Revenue,434.43
2023-11-15,Office Rent,Revenue,5681.48
2023-07-15,Salaries,Expense,616.97
2024-11-03,Service Fees,Revenue,7428.54
2024-05-30,Salaries,Revenue,1918.96
2024-03-31,Service Fees,Expense,8173.82
2024-02-08,Salaries,Revenue,5081.56
2023-09-21,Office Rent,Expense,869.09
2024-03-12,Office Rent,Expense,5605.65
2024-09-26,Service Fees,Revenue,3474.14
2024-12-03,Marketing,Expense,3548.45
2023-10-31,Office Rent,Expense,3775.76
2023-01-11,Utilities,Expense,6501.9
2023-09-23,Utilities,Expense,5691.52
2024-04-14,Marketing,Revenue,6581.96
2023-02-08,Utilities,Expense,375.14
2023-05-28,Utilities,Expense,2348.09
2023-10-30,Marketing,Revenue,7640.95
2024-02-19,Service Fees,Expense,2996.46
2023-07-04,Office Rent,Expense,7816.12
2024-08-03,Software Licenses,Revenue,6353.3
2024-04-04,Utilities,Revenue,4861.25
2023-02-21,Utilities,Revenue,9641.02
2023-08-03,Service Fees,Revenue,9880.02
2023-01-20,Software Licenses,Revenue,6478.62
2024-11-09,Salaries,Revenue,2200.26
2024-05-16,Software Licenses,Revenue,7206.91
2023-04-11,Product Sales,Revenue,1396.92
2024-08-25,Service Fees,Revenue,9328.68
2023-11-07,Marketing,Expense,4094.68
2023-01-05,Product Sales,Expense,2388.52
2024-03-22,Office Rent,Expense,3749.43
2023-06-14,Software Licenses,Revenue,7616.79
2024-04-17,Salaries,Revenue,4530.96
2023-12-27,Product Sales,Revenue,5027.85
2023-06-25,Office Rent,Revenue,9909.08
2024-09-04,Service Fees,Expense,4888.71
2024-04-16,Service Fees,Expense,3630.59
2023-03-08,Office Rent,Revenue,6375.15
2024-10-04,Utilities,Revenue,9902.85
2024-05-20,Marketing,Expense,3019.6
2024-05-27,Software Licenses,Revenue,8187.84
2023-03-31,Salaries,Expense,9134.62
2024-12-05,Software Licenses,Expense,9391.51
2024-11-01,Salaries,Expense,3772.06
2023-06-08,Product Sales,Revenue,8082.61
2023-08-15,Office Rent,Expense,2597.0
2023-01-10,Utilities,Expense,5749.13
2023-11-16,Office Rent,Revenue,9121.49
2024-06-19,Software Licenses,Revenue,1587.91
2023-02-23,Marketing,Revenue,10079.19
2024-12-17,Service Fees,Revenue,9385.77
2023-01-29,Office Rent,Revenue,6850.36
2024-11-24,Product Sales,Revenue,1296.36
2023-01-22,Service Fees,Revenue,1310.01
2023-06-04,Salaries,Revenue,1979.65
2023-10-23,Salaries,Expense,8487.21
2024-03-28,Utilities,Revenue,6229.24
2024-07-30,Software Licenses,Expense,8290.2
2024-11-23,Software Licenses,Expense,8389.21
2024-08-13,Marketing,Expense,6635.62
2023-08-08,Salaries,Expense,6088.74
2024-10-07,Salaries,Revenue,7663.98
2024-05-22,Salaries,Revenue,2106.27
2023-06-19,Utilities,Revenue,978.69
2023-05-01,Product Sales,Revenue,7951.11
2023-10-22,Utilities,Revenue,4873.28
2024-05-08,Service Fees,Expense,7544.05
2024-12-13,Service Fees,Revenue,2508.86
2023-06-03,Software Licenses,Expense,7933.24
2024-03-01,Salaries,Expense,8642.39
2024-12-10,Software Licenses,Expense,9094.33
2023-07-24,Product Sales,Expense,9591.15
2024-06-01,Salaries,Revenue,5708.34
2024-10-08,Software Licenses,Expense,2235.03
2023-10-16,Salaries,Revenue,1272.76
2023-01-13,Marketing,Revenue,3908.83
2023-12-29,Software Licenses,Revenue,6251.71
2023-05-29,Marketing,Revenue,9656.17
2024-09-12,Office Rent,Expense,4520.1
2023-09-29,Office Rent,Expense,956.91
2023-01-07,Software Licenses,Revenue,2395.85
2024-03-12,Salaries,Expense,1240.21
2023-05-22,Utilities,Expense,7167.67
2024-05-02,Marketing,Expense,2184.97
2023-10-07,Salaries,Expense,6304.1
2024-04-24,Service Fees,Revenue,2415.18
2024-12-12,Marketing,Expense,1988.99
2024-01-13,Service Fees,Expense,9827.07
2024-02-03,Product Sales,Expense,9392.22
2023-04-19,Marketing,Expense,8382.23
2024-01-07,Software Licenses,Revenue,7761.52
2023-07-23,Office Rent,Expense,6500.24
2024-12-10,Product Sales,Expense,6257.04
2023-04-02,Office Rent,Expense,1806.66
2024-11-29,Utilities,Expense,6587.2
2024-10-19,Software Licenses,Revenue,6714.75
2024-03-29,Product Sales,Expense,1814.09
2023-05-14,Marketing,Revenue,1159.26
2023-09-12,Marketing,Expense,4113.88
2023-10-05,Software Licenses,Expense,411.01
2024-07-22,Utilities,Expense,2722.59
2024-12-08,Service Fees,Revenue,4409.74
2024-11-12,Office Rent,Expense,9543.66
2024-06-07,Salaries,Expense,1403.46
2023-05-26,Software Licenses,Expense,8974.71
2023-08-24,Salaries,Revenue,954.79
2024-02-17,Utilities,Expense,3204.77
2023-07-27,Office Rent,Expense,5049.96
2023-10-22,Product Sales,Expense,4693.83
2023-07-29,Product Sales,Revenue,9949.33
2023-07-12,Product Sales,Revenue,1511.03
2023-03-24,Utilities,Revenue,7635.17
2024-04-02,Office Rent,Revenue,5127.0
2023-09-03,Product Sales,Expense,7516.6
2023-07-12,Office Rent,Revenue,9014.06
2024-07-28,Marketing,Revenue,4380.43
2023-04-24,Salaries,Expense,3653.82
2023-02-01,Salaries,Expense,9952.67
2023-01-02,Office Rent,Expense,3920.32
2023-08-11,Service Fees,Revenue,4255.72
2023-11-22,Marketing,Expense,2603.09
2024-11-12,Office Rent,Revenue,2918.2
2023-07-01,Software Licenses,Revenue,9861.95
2023-04-22,Product Sales,Expense,9732.35
2023-06-27,Salaries,Revenue,5637.26
2024-07-31,Marketing,Expense,8318.62
2023-10-23,Office Rent,Expense,9734.73
2024-07-23,Service Fees,Revenue,776.12
2024-07-20,Service Fees,Revenue,9607.34
2023-11-19,Service Fees,Expense,9040.27
2023-11-22,Utilities,Expense,2116.18
2024-05-30,Product Sales,Expense,2874.98
2023-01-28,Salaries,Expense,10318.98
2024-04-12,Marketing,Revenue,6859.8
2024-11-08,Office Rent,Revenue,6762.47
2023-08-02,Marketing,Revenue,963.97
2023-05-10,Salaries,Expense,7665.99
2024-11-25,Marketing,Expense,7490.99
2023-09-11,Service Fees,Revenue,1515.66
2024-08-19,Salaries,Expense,4796.07
2023-01-23,Office Rent,Revenue,4832.49
2023-11-03,Service Fees,Expense,6699.38
2023-09-28,Service Fees,Revenue,810.83
2023-05-28,Office Rent,Revenue,4351.96
2024-05-06,Marketing,Expense,5116.54
2024-08-21,Marketing,Revenue,6606.52
2024-06-27,Utilities,Revenue,6576.42
2023-11-30,Product Sales,Revenue,4715.9
2024-11-21,Product Sales,Revenue,2913.71
2023-11-11,Marketing,Revenue,8385.24
2024-05-10,Utilities,Expense,3567.24
2024-01-10,Product Sales,Expense,1096.97
2023-12-18,Marketing,Revenue,7147.38
